,B,PC,T,efficiencyLB
0,0.04070631970261201,0.007558859975239006,100,0.18569254185742504
1,0.09646840148701184,0.019330855018643966,200,0.20038535645525962
2,0.15223048327141142,0.03122676579934781,300,0.20512820512875646
3,0.3195167286246101,0.06790582403985235,600,0.21252666278901694
4,0.4805452292442305,0.1047087980176559,900,0.21789582258955087
